Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;37.4737766489995;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;38.7401202783458;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST468_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E05;Unkn13_MST468_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E06;Unkn13_MST468_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E07;Unkn21_MST394_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E08;Unkn21_MST394_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E09;Unkn21_MST394_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E10;Unkn29_NaN_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E11;Unkn29_NaN_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E12;Unkn29_NaN_3uL_Qty or ID;Unkn29;Unkn29;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F01;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F02;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F03;Std06_std1E0_3uL_Qty or ID;Std06;Std06;Treshold;NaN;3;RSq (dRn);Slope (dRn)
F04;Unkn14_MST371_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F05;Unkn14_MST371_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F06;Unkn14_MST371_3uL_Qty or ID;Unkn14;Unkn14;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F07;Unkn22_MST413_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F08;Unkn22_MST413_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F09;Unkn22_MST413_3uL_Qty or ID;Unkn22;Unkn22;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F10;Unkn30_NaN_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F11;Unkn30_NaN_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
F12;Unkn30_NaN_3uL_Qty or ID;Unkn30;Unkn30;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G01;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G02;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G03;Std07_std1E-1_3uL_Qty or ID;Std07;Std07;Treshold;NaN;0.3;RSq (dRn);Slope (dRn)
G04;Unkn15_MST277_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G05;Unkn15_MST277_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G06;Unkn15_MST277_3uL_Qty or ID;Unkn15;Unkn15;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G07;Unkn23_MST455_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G08;Unkn23_MST455_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G09;Unkn23_MST455_3uL_Qty or ID;Unkn23;Unkn23;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G10;Unkn31_NaN_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G11;Unkn31_NaN_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
G12;Unkn31_NaN_3uL_Qty or ID;Unkn31;Unkn31;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H01;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H02;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H03;NegCtrl08_std1ENTC_3uL_Qty or ID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H04;Unkn16_NEC17_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H05;Unkn16_NEC17_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H06;Unkn16_NEC17_3uL_Qty or ID;Unkn16;Unkn16;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H07;Unkn24_NEC20_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H08;Unkn24_NEC20_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H09;Unkn24_NEC20_3uL_Qty or ID;Unkn24;Unkn24;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H10;Unkn32_NaN_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H11;Unkn32_NaN_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
H12;Unkn32_NaN_3uL_Qty or ID;Unkn32;Unkn32;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
